make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
ford,transit_connect,2015,regular_unleaded,169.0,4.0,automatic,front_wheel_drive,4.0,,compact,passenger_minivan,28,20,5657
hyundai,sonata,2017,regular_unleaded,185.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,36,25,1439
hyundai,elantra,2016,regular_unleaded,145.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,37,27,1439
plymouth,voyager,1998,regular_unleaded,150.0,4.0,automatic,front_wheel_drive,3.0,,midsize,passenger_minivan,24,18,535
infiniti,fx,2012,premium_unleaded_(required),390.0,8.0,automatic,all_wheel_drive,4.0,"crossover,luxury,high-performance",midsize,4dr_suv,20,14,190
rolls-royce,phantom_drophead_coupe,2016,premium_unleaded_(required),453.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,luxury,performance",large,convertible,19,11,86
lexus,rc_300,2017,premium_unleaded_(required),255.0,6.0,automatic,all_wheel_drive,2.0,luxury,midsize,coupe,26,19,454
gmc,sierra_1500,2017,flex-fuel_(unleaded/e85),285.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,extended_cab_pickup,24,18,549
audi,a3,2017,premium_unleaded_(recommended),220.0,4.0,automated_manual,all_wheel_drive,2.0,luxury,compact,convertible,34,25,3105
gmc,canyon,2015,regular_unleaded,200.0,4.0,automatic,rear_wheel_drive,4.0,,compact,extended_cab_pickup,27,20,549
suzuki,kizashi,2013,regular_unleaded,180.0,4.0,automatic,all_wheel_drive,4.0,,midsize,sedan,29,22,481
volkswagen,beetle,2015,premium_unleaded_(recommended),210.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,30,24,873
chevrolet,traverse,2016,regular_unleaded,281.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,22,15,1385
audi,a4,2016,premium_unleaded_(required),220.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,31,22,3105
audi,a6,2017,premium_unleaded_(required),333.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,31,22,3105
buick,encore,2015,regular_unleaded,138.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,30,23,155
aston_martin,db9,2015,premium_unleaded_(required),510.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",midsize,convertible,19,13,259
acura,legend,1993,regular_unleaded,200.0,6.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,23,16,204
ferrari,456m,2001,premium_unleaded_(required),442.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,14,9,2774
maserati,coupe,2005,premium_unleaded_(required),385.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,luxury,high-performance",compact,coupe,16,11,238
chevrolet,trailblazer_ext,2006,regular_unleaded,291.0,6.0,automatic,four_wheel_drive,4.0,,large,4dr_suv,19,14,1385
bentley,arnage,2007,premium_unleaded_(required),450.0,8.0,automatic,rear_wheel_drive,4.0,"exotic,luxury,performance",large,sedan,15,10,520
kia,cadenza,2017,regular_unleaded,290.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,28,20,1720
nissan,370z,2015,premium_unleaded_(required),332.0,6.0,automatic,rear_wheel_drive,2.0,high-performance,compact,coupe,26,19,2009
bentley,flying_spur,2015,premium_unleaded_(required),500.0,8.0,automatic,all_wheel_drive,4.0,"exotic,luxury,high-performance",large,sedan,24,14,520
volkswagen,beetle,2015,diesel,150.0,4.0,manual,front_wheel_drive,2.0,"hatchback,diesel",compact,2dr_hatchback,41,31,873
mercedes-benz,slk-class,2015,premium_unleaded_(required),302.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,29,21,617
chevrolet,tracker,2002,regular_unleaded,127.0,4.0,manual,four_wheel_drive,4.0,,compact,4dr_suv,23,20,1385
hyundai,genesis_coupe,2015,premium_unleaded_(recommended),348.0,6.0,manual,rear_wheel_drive,2.0,high-performance,midsize,coupe,24,16,1439
chevrolet,silverado_1500,2017,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,15,1385
hyundai,tiburon,2006,regular_unleaded,138.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,21,1439
volkswagen,cabrio,2000,regular_unleaded,115.0,4.0,manual,front_wheel_drive,2.0,,compact,convertible,28,21,873
gmc,s-15_jimmy,1991,regular_unleaded,150.0,6.0,manual,rear_wheel_drive,4.0,,midsize,4dr_suv,22,15,549
hyundai,veloster,2015,regular_unleaded,201.0,4.0,automatic,front_wheel_drive,3.0,"hatchback,performance",compact,2dr_hatchback,31,24,1439
honda,passport,2002,regular_unleaded,205.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,19,15,2202
audi,a3,2017,premium_unleaded_(recommended),186.0,4.0,automated_manual,front_wheel_drive,2.0,luxury,compact,convertible,34,25,3105
land_rover,lr4,2016,premium_unleaded_(required),340.0,6.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,19,15,258
chevrolet,s-10,2002,flex-fuel_(unleaded/e85),120.0,4.0,automatic,rear_wheel_drive,2.0,flex_fuel,compact,regular_cab_pickup,23,17,1385
chevrolet,equinox,2016,regular_unleaded,182.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,29,20,1385
bentley,arnage,2008,premium_unleaded_(required),500.0,8.0,automatic,rear_wheel_drive,4.0,"exotic,factory_tuner,luxury,high-performance",large,sedan,15,10,520
lamborghini,gallardo,2012,premium_unleaded_(required),570.0,10.0,manual,all_wheel_drive,2.0,"exotic,factory_tuner,high-performance",compact,convertible,20,12,1158
mazda,3,2015,regular_unleaded,155.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,41,29,586
nissan,xterra,2014,regular_unleaded,261.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,15,2009
chevrolet,cruze_limited,2016,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,,midsize,sedan,36,25,1385
maserati,ghibli,2017,premium_unleaded_(required),404.0,6.0,automatic,all_wheel_drive,4.0,"exotic,luxury,high-performance",midsize,sedan,24,16,238
honda,s2000,2009,premium_unleaded_(required),237.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,convertible,25,18,2202
volkswagen,jetta,2015,diesel,150.0,4.0,automated_manual,front_wheel_drive,4.0,diesel,midsize,sedan,45,31,873
land_rover,range_rover,2014,flex-fuel_(premium_unleaded_required/e85),340.0,6.0,automatic,four_wheel_drive,4.0,"flex_fuel,luxury",large,4dr_suv,23,17,258
ford,explorer_sport_trac,2008,regular_unleaded,292.0,8.0,automatic,four_wheel_drive,4.0,,compact,crew_cab_pickup,19,13,5657
volkswagen,new_beetle,2008,regular_unleaded,150.0,5.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,29,20,873
fiat,500e,2016,electric,,0.0,direct_drive,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,103,121,819
tesla,model_s,2015,electric,,0.0,direct_drive,rear_wheel_drive,4.0,"exotic,performance",large,sedan,97,94,1391
plymouth,sundance,1993,regular_unleaded,100.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,22,535
dodge,journey,2015,regular_unleaded,283.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,25,17,1851
chevrolet,traverse,2015,regular_unleaded,281.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,24,17,1385
volvo,760,1990,regular_unleaded,144.0,6.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,19,15,870
scion,xb,2013,regular_unleaded,158.0,4.0,automatic,front_wheel_drive,4.0,,compact,wagon,28,22,105
porsche,boxster,2014,premium_unleaded_(required),315.0,6.0,manual,rear_wheel_drive,2.0,"luxury,high-performance",compact,convertible,28,20,1715
honda,civic_del_sol,1997,regular_unleaded,127.0,4.0,manual,front_wheel_drive,2.0,,compact,coupe,33,26,2202
suzuki,sx4,2011,regular_unleaded,150.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,33,23,481
bmw,x5,2015,premium_unleaded_(required),300.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,27,18,3916
infiniti,g_sedan,2011,premium_unleaded_(recommended),218.0,6.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,27,19,190
nissan,240sx,1997,regular_unleaded,155.0,4.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,26,19,2009
chevrolet,silverado_1500,2016,flex-fuel_(unleaded/e85),285.0,6.0,automatic,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,24,18,1385
mercedes-benz,560-class,1990,regular_unleaded,238.0,8.0,automatic,rear_wheel_drive,4.0,luxury,large,sedan,16,12,617
chevrolet,trailblazer,2008,regular_unleaded,285.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,20,14,1385
ford,f-150_heritage,2004,regular_unleaded,202.0,6.0,manual,four_wheel_drive,2.0,,large,regular_cab_pickup,18,13,5657
ford,mustang,2015,premium_unleaded_(recommended),435.0,8.0,manual,rear_wheel_drive,2.0,high-performance,midsize,coupe,25,15,5657
audi,a3,2016,premium_unleaded_(recommended),170.0,4.0,automated_manual,front_wheel_drive,4.0,luxury,compact,sedan,33,23,3105
toyota,sienna,2017,regular_unleaded,296.0,6.0,automatic,all_wheel_drive,4.0,,large,passenger_minivan,24,18,2031
cadillac,ats,2016,premium_unleaded_(recommended),272.0,4.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,30,22,1624
chevrolet,astro,2005,regular_unleaded,190.0,6.0,automatic,all_wheel_drive,3.0,,large,passenger_minivan,16,12,1385
toyota,tundra,2015,regular_unleaded,381.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,17,13,2031
volkswagen,jetta_sportwagen,2012,diesel,140.0,4.0,manual,front_wheel_drive,4.0,diesel,compact,wagon,42,30,873
volvo,c70,2013,regular_unleaded,227.0,5.0,automatic,front_wheel_drive,2.0,luxury,compact,convertible,28,19,870
toyota,rav4,2017,regular_unleaded,176.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,29,23,2031
ferrari,599,2009,premium_unleaded_(required),611.0,12.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",midsize,coupe,15,11,2774
subaru,wrx,2015,premium_unleaded_(recommended),268.0,4.0,manual,all_wheel_drive,4.0,performance,compact,sedan,28,21,640
infiniti,m,2013,premium_unleaded_(required),330.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,24,17,190
mazda,cx-7,2012,regular_unleaded,161.0,4.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,27,20,586
toyota,avalon,2016,regular_unleaded,268.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,31,21,2031
volvo,v60,2016,regular_unleaded,302.0,4.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,wagon,31,22,870
ford,ranger,2010,regular_unleaded,143.0,4.0,manual,rear_wheel_drive,2.0,,compact,extended_cab_pickup,27,22,5657
dodge,avenger,2013,regular_unleaded,173.0,4.0,automatic,front_wheel_drive,4.0,flex_fuel,midsize,sedan,29,21,1851
subaru,b9_tribeca,2006,premium_unleaded_(required),250.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,640
lexus,gx_470,2007,regular_unleaded,263.0,8.0,automatic,four_wheel_drive,4.0,luxury,midsize,4dr_suv,18,14,454
mercedes-benz,c-class,2017,premium_unleaded_(required),503.0,8.0,automatic,rear_wheel_drive,4.0,"factory_tuner,luxury,high-performance",midsize,sedan,24,18,617
gmc,savana_cargo,2016,flex-fuel_(unleaded/e85),285.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,cargo_van,16,11,549
chevrolet,silverado_1500,2015,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,extended_cab_pickup,22,16,1385
ford,mustang_svt_cobra,1998,regular_unleaded,305.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,24,16,5657
chevrolet,lumina_minivan,1995,regular_unleaded,120.0,6.0,automatic,front_wheel_drive,3.0,,compact,cargo_minivan,21,17,1385
volvo,s60,2017,regular_unleaded,240.0,4.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,36,25,870
pontiac,6000,1990,regular_unleaded,110.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,29,20,210
honda,civic,2015,regular_unleaded,143.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,39,30,2202
nissan,xterra,2013,regular_unleaded,261.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,20,15,2009
gmc,envoy_xl,2006,regular_unleaded,291.0,6.0,automatic,rear_wheel_drive,4.0,,large,4dr_suv,19,14,549
buick,verano,2015,premium_unleaded_(recommended),250.0,4.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,30,21,155
dodge,ram_cargo,2003,regular_unleaded,175.0,6.0,automatic,rear_wheel_drive,3.0,,large,cargo_van,15,13,1851
volkswagen,golf_sportwagen,2015,diesel,150.0,4.0,manual,front_wheel_drive,4.0,diesel,compact,wagon,43,31,873
cadillac,dts,2011,premium_unleaded_(recommended),275.0,8.0,automatic,front_wheel_drive,4.0,luxury,large,sedan,23,15,1624
gmc,sierra_1500,2016,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
mitsubishi,eclipse,2012,regular_unleaded,162.0,4.0,automatic,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,28,20,436
toyota,camry_solara,2007,regular_unleaded,155.0,4.0,automatic,front_wheel_drive,2.0,,midsize,coupe,31,22,2031
pontiac,montana,2003,regular_unleaded,185.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,24,17,210
toyota,highlander,2015,regular_unleaded,270.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,25,19,2031
audi,a7,2016,premium_unleaded_(required),333.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,30,20,3105
volkswagen,gli,2012,premium_unleaded_(recommended),200.0,4.0,manual,front_wheel_drive,4.0,performance,midsize,sedan,33,22,873
toyota,highlander,2015,regular_unleaded,270.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,18,2031
toyota,celica,2005,premium_unleaded_(required),180.0,4.0,automatic,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,28,22,2031
suzuki,aerio,2006,regular_unleaded,155.0,4.0,automatic,all_wheel_drive,4.0,,compact,wagon,26,21,481
toyota,avalon,2016,regular_unleaded,268.0,6.0,automatic,front_wheel_drive,4.0,,midsize,sedan,31,21,2031
ford,escort,2002,regular_unleaded,110.0,4.0,automatic,front_wheel_drive,4.0,,compact,sedan,32,23,5657
gmc,sierra_1500_classic,2007,regular_unleaded,285.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,18,14,549
chevrolet,tahoe_hybrid,2013,regular_unleaded,332.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,hybrid",large,4dr_suv,23,20,1385
chevrolet,equinox,2016,regular_unleaded,182.0,4.0,automatic,all_wheel_drive,4.0,crossover,compact,4dr_suv,29,20,1385
dodge,nitro,2010,regular_unleaded,210.0,6.0,automatic,rear_wheel_drive,4.0,crossover,midsize,4dr_suv,22,16,1851
hyundai,veracruz,2010,regular_unleaded,260.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,23,17,1439
buick,rendezvous,2006,regular_unleaded,195.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,21,16,155
toyota,t100,1997,regular_unleaded,190.0,6.0,manual,four_wheel_drive,2.0,,large,extended_cab_pickup,17,15,2031
chevrolet,equinox,2017,regular_unleaded,182.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,32,22,1385
cadillac,ats_coupe,2016,regular_unleaded,335.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,high-performance",compact,coupe,30,20,1624
cadillac,ats,2017,regular_unleaded,335.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",midsize,sedan,30,20,1624
hyundai,sonata,2015,regular_unleaded,185.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,35,24,1439
chevrolet,sonic,2017,regular_unleaded,138.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,36,27,1385
ford,f-150,2017,flex-fuel_(unleaded/e85),282.0,6.0,automatic,four_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,23,17,5657
hyundai,sonata_hybrid,2015,regular_unleaded,199.0,4.0,automatic,front_wheel_drive,4.0,hybrid,midsize,sedan,40,36,1439
nissan,frontier,2017,regular_unleaded,261.0,6.0,manual,four_wheel_drive,4.0,,compact,crew_cab_pickup,21,16,2009
volkswagen,beetle_convertible,2015,premium_unleaded_(recommended),210.0,4.0,manual,front_wheel_drive,2.0,performance,compact,convertible,31,23,873
oldsmobile,alero,2003,regular_unleaded,140.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,30,21,26
volkswagen,jetta,2016,premium_unleaded_(recommended),210.0,4.0,automatic,front_wheel_drive,4.0,"factory_tuner,performance",midsize,sedan,33,24,873
lexus,rc_350,2017,premium_unleaded_(required),306.0,6.0,automatic,all_wheel_drive,2.0,"luxury,performance",midsize,coupe,26,19,454
acura,tlx,2016,premium_unleaded_(recommended),290.0,6.0,automatic,front_wheel_drive,4.0,luxury,midsize,sedan,34,21,204
plymouth,sundance,1993,regular_unleaded,93.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,29,23,535
suzuki,equator,2010,regular_unleaded,152.0,4.0,automatic,rear_wheel_drive,4.0,,compact,extended_cab_pickup,22,17,481
bmw,x3,2017,diesel,180.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury,diesel",midsize,4dr_suv,34,27,3916
volvo,v60_cross_country,2017,regular_unleaded,240.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,wagon,30,22,870
acura,rdx,2016,premium_unleaded_(recommended),279.0,6.0,automatic,front_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,29,20,204
chrysler,pacifica,2007,regular_unleaded,255.0,6.0,automatic,front_wheel_drive,4.0,crossover,large,wagon,22,15,1013
toyota,camry,2016,regular_unleaded,178.0,4.0,automatic,front_wheel_drive,4.0,,midsize,sedan,35,25,2031
audi,a3,2015,premium_unleaded_(recommended),170.0,4.0,automated_manual,front_wheel_drive,2.0,luxury,compact,convertible,35,24,3105
chevrolet,venture,2004,regular_unleaded,185.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,24,17,1385
volkswagen,golf_gti,2016,premium_unleaded_(recommended),220.0,4.0,automated_manual,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,33,25,873
infiniti,g_sedan,2013,premium_unleaded_(required),328.0,6.0,automatic,rear_wheel_drive,4.0,"luxury,performance",midsize,sedan,27,19,190
ford,f-150_heritage,2004,regular_unleaded,231.0,8.0,automatic,four_wheel_drive,4.0,,large,extended_cab_pickup,17,13,5657
mazda,cx-7,2012,premium_unleaded_(recommended),244.0,4.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,21,17,586
nissan,370z,2015,premium_unleaded_(required),332.0,6.0,manual,rear_wheel_drive,2.0,high-performance,compact,coupe,26,18,2009
honda,odyssey,2015,regular_unleaded,248.0,6.0,automatic,front_wheel_drive,4.0,,large,passenger_minivan,28,19,2202
lincoln,mkc,2016,regular_unleaded,240.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,29,20,61
ford,mustang_svt_cobra,1999,regular_unleaded,320.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,performance",compact,coupe,22,15,5657
ford,explorer,2015,flex-fuel_(unleaded/e85),290.0,6.0,automatic,front_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,24,17,5657
honda,fit,2016,regular_unleaded,130.0,4.0,automatic,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,38,32,2202
gmc,jimmy,2001,regular_unleaded,190.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,20,15,549
chevrolet,corvette,2015,premium_unleaded_(required),650.0,8.0,manual,rear_wheel_drive,2.0,"factory_tuner,high-performance",compact,convertible,22,15,1385
lamborghini,gallardo,2014,premium_unleaded_(required),560.0,10.0,manual,all_wheel_drive,2.0,"exotic,high-performance",compact,coupe,20,13,1158
toyota,highlander,2015,regular_unleaded,270.0,6.0,automatic,all_wheel_drive,4.0,crossover,midsize,4dr_suv,24,18,2031
cadillac,eldorado,2002,regular_unleaded,300.0,8.0,automatic,front_wheel_drive,2.0,luxury,large,coupe,25,16,1624
ford,windstar,2002,regular_unleaded,200.0,6.0,automatic,front_wheel_drive,4.0,,midsize,passenger_minivan,21,16,5657
aston_martin,virage,2012,premium_unleaded_(required),490.0,12.0,automatic,rear_wheel_drive,2.0,"exotic,high-performance",midsize,convertible,18,13,259
kia,forte,2016,regular_unleaded,201.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,performance",compact,4dr_hatchback,29,21,1720
acura,rl,2010,premium_unleaded_(required),300.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",midsize,sedan,22,16,204
ford,explorer,2017,flex-fuel_(unleaded/e85),290.0,6.0,automatic,all_wheel_drive,4.0,"crossover,flex_fuel",midsize,4dr_suv,23,16,5657
toyota,supra,1996,regular_unleaded,220.0,6.0,manual,rear_wheel_drive,2.0,performance,compact,coupe,22,16,2031
suzuki,samurai,1995,regular_unleaded,66.0,4.0,manual,four_wheel_drive,2.0,,compact,convertible_suv,26,24,481
mazda,protege,2001,regular_unleaded,103.0,4.0,manual,front_wheel_drive,4.0,,compact,sedan,31,25,586
gmc,sierra_1500,2017,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
volkswagen,beetle_convertible,2015,diesel,150.0,4.0,automated_manual,front_wheel_drive,2.0,diesel,compact,convertible,40,30,873
mazda,tribute,2010,regular_unleaded,171.0,4.0,automatic,front_wheel_drive,4.0,crossover,compact,4dr_suv,28,21,586
chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6.0,automatic,rear_wheel_drive,4.0,flex_fuel,large,crew_cab_pickup,24,18,1385
mercedes-benz,e-class,2015,diesel,195.0,4.0,automatic,all_wheel_drive,4.0,"diesel,luxury",midsize,sedan,38,27,617
gmc,sierra_1500,2015,regular_unleaded,355.0,8.0,automatic,four_wheel_drive,4.0,,large,crew_cab_pickup,22,16,549
scion,tc,2014,regular_unleaded,179.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,31,23,105
bmw,z3,2001,premium_unleaded_(required),225.0,6.0,manual,rear_wheel_drive,2.0,"luxury,performance",compact,convertible,26,19,3916
oldsmobile,cutlass_ciera,1993,regular_unleaded,160.0,4.0,automatic,front_wheel_drive,4.0,,midsize,wagon,26,18,26
gmc,canyon,2012,regular_unleaded,185.0,4.0,automatic,rear_wheel_drive,2.0,,compact,regular_cab_pickup,25,18,549
volkswagen,eurovan,2002,premium_unleaded_(recommended),201.0,6.0,automatic,front_wheel_drive,3.0,,large,passenger_minivan,18,15,873
saab,9-3,2011,premium_unleaded_(recommended),210.0,4.0,automatic,all_wheel_drive,4.0,luxury,midsize,sedan,27,17,376
suzuki,forenza,2007,regular_unleaded,127.0,4.0,manual,front_wheel_drive,4.0,,compact,wagon,27,19,481
nissan,xterra,2013,regular_unleaded,261.0,6.0,manual,four_wheel_drive,4.0,,midsize,4dr_suv,20,16,2009
acura,tsx,2014,premium_unleaded_(recommended),201.0,4.0,manual,front_wheel_drive,4.0,luxury,midsize,sedan,29,21,204
gmc,sierra_1500_classic,2007,regular_unleaded,195.0,6.0,manual,rear_wheel_drive,2.0,flex_fuel,large,regular_cab_pickup,21,15,549
scion,xd,2012,regular_unleaded,128.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,33,27,105
nissan,altima,2016,regular_unleaded,270.0,6.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,32,22,2009
infiniti,g_coupe,2011,premium_unleaded_(recommended),330.0,6.0,automatic,rear_wheel_drive,2.0,"luxury,performance",midsize,coupe,27,19,190
hyundai,elantra_touring,2011,regular_unleaded,138.0,4.0,manual,front_wheel_drive,4.0,hatchback,compact,4dr_hatchback,31,23,1439
mclaren,570s,2016,premium_unleaded_(required),562.0,8.0,automated_manual,rear_wheel_drive,2.0,"exotic,high-performance",compact,coupe,23,16,416
toyota,highlander,2016,regular_unleaded,270.0,6.0,automatic,front_wheel_drive,4.0,crossover,midsize,4dr_suv,25,19,2031
mercedes-benz,c-class,2016,premium_unleaded_(required),241.0,4.0,automatic,rear_wheel_drive,4.0,luxury,midsize,sedan,34,25,617
lexus,nx_200t,2017,premium_unleaded_(required),235.0,4.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,28,22,454
chevrolet,caprice,1994,regular_unleaded,260.0,8.0,automatic,rear_wheel_drive,4.0,,large,wagon,23,15,1385
ford,expedition,2017,regular_unleaded,365.0,6.0,automatic,rear_wheel_drive,4.0,,large,4dr_suv,20,15,5657
acura,mdx,2016,premium_unleaded_(recommended),290.0,6.0,automatic,all_wheel_drive,4.0,"crossover,luxury",midsize,4dr_suv,26,18,204
chevrolet,blazer,2005,regular_unleaded,190.0,6.0,automatic,four_wheel_drive,4.0,,midsize,4dr_suv,18,14,1385
mitsubishi,3000gt,1998,regular_unleaded,218.0,6.0,manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,23,17,436
toyota,4runner,2014,regular_unleaded,270.0,6.0,automatic,rear_wheel_drive,4.0,,midsize,4dr_suv,23,17,2031
cadillac,cts,2016,regular_unleaded,335.0,6.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,28,19,1624
plymouth,colt,1992,regular_unleaded,92.0,4.0,manual,front_wheel_drive,2.0,hatchback,compact,2dr_hatchback,33,27,535
cadillac,cts,2015,premium_unleaded_(recommended),272.0,4.0,automatic,all_wheel_drive,4.0,"luxury,performance",large,sedan,28,19,1624
dodge,ram_150,1993,regular_unleaded,180.0,6.0,manual,rear_wheel_drive,2.0,,large,regular_cab_pickup,17,14,1851
hyundai,genesis,2015,premium_unleaded_(recommended),420.0,8.0,automatic,rear_wheel_drive,4.0,"luxury,high-performance",large,sedan,23,15,1439
ford,e-series_wagon,2013,flex-fuel_(unleaded/e85),225.0,8.0,automatic,rear_wheel_drive,3.0,flex_fuel,midsize,passenger_van,16,13,5657
toyota,prius,2015,regular_unleaded,134.0,4.0,automatic,front_wheel_drive,4.0,"hatchback,hybrid",compact,4dr_hatchback,48,51,2031
mercedes-benz,gla-class,2017,premium_unleaded_(required),208.0,4.0,automatic,front_wheel_drive,4.0,"crossover,luxury",compact,4dr_suv,33,24,617
hyundai,sonata,2015,regular_unleaded,245.0,4.0,automatic,front_wheel_drive,4.0,performance,midsize,sedan,32,23,1439
chevrolet,colorado,2016,regular_unleaded,305.0,6.0,automatic,four_wheel_drive,4.0,diesel,compact,crew_cab_pickup,24,17,1385
volkswagen,gti,2013,premium_unleaded_(recommended),200.0,4.0,automated_manual,front_wheel_drive,2.0,"hatchback,performance",compact,2dr_hatchback,33,24,873
